RGI region,# total,ARCTICDEM,ASTER,AW3D30,DEM3,GIMP,MAPZEN,RAMP,REMA,SRTM,TANDEM
18-01: New Zealand,3537,--,100%,100%,100%,--,100%,--,--,100%,85%
