RGI region,# total,ARCTICDEM,ASTER,AW3D30,DEM3,GIMP,MAPZEN,RAMP,REMA,SRTM,TANDEM
06-01: Iceland,568,97%,100%,27%,100%,--,100%,--,--,--,100%
