RGI region,# total,ARCTICDEM,ASTER,AW3D30,DEM3,GIMP,MAPZEN,RAMP,REMA,SRTM,TANDEM
05-01: Greenland Periphery,20261,95%,98%,70%,99%,100%,99%,--,--,--,99%
